polymer_MW,LAGA,mol_MW,mol_logP,mol_TPSA,mol_melting_point,mol_Hacceptors,mol_Hdonors,mol_heteroatoms,drugpolymer,surfactant_concentration,surfactant_HLB,aqueousorganic,pH,solvent_polarity_index,particle_size,EE,LC,study,solvent,surface_area,API,SMILES,MolWt,ExactMolWt,HeavyAtomCount,RingCount,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,FractionCSP3,MolLogP,MolMR,TPSA,LabuteASA,NumHeteroatoms,BalabanJ,BertzCT
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.15,1.5,20.5,4.0,1,5.1,168.4,76.24,10.26,10.1016/j.ejpb.2010.07.007,acetone,89091.04376238536,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.15,1.5,20.5,2.86,1,5.1,154.1,75.31,10.15,10.1016/j.ejpb.2010.07.007,acetone,74602.80384219263,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
12.0,1.0,400.43,0.64,147.84,123.5,7,4,10,0.15,1.5,20.5,2.0,1,5.1,140.8,74.79,10.09,10.1016/j.ejpb.2010.07.007,acetone,62280.94338406237,rivastigmine-tartrate,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,400.4280000000001,400.18456585599984,28,1,4,7,7,1,0,0,0.5,0.6371,100.15720000000007,147.84,163.1112535246144,10,6.209999692166685e-07,646.7406129487495
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.417,0.02,29.0,2.0,-2,5.1,232.8,94.6,28.27,10.1002/jps.21383,acetone,170261.25279912786,flurbiprofen,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,244.265,244.089957876,18,2,1,1,3,2,0,0,0.13333333333333333,3.6808000000000023,67.88680000000002,37.3,104.70461492391685,3,2.4013638717125736,563.9612141459354
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.083,0.02,29.0,2.0,-2,5.1,209.9,85.94,6.68,10.1002/jps.21383,acetone,138412.32054778564,flurbiprofen,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,244.265,244.089957876,18,2,1,1,3,2,0,0,0.13333333333333333,3.6808000000000023,67.88680000000002,37.3,104.70461492391685,3,2.4013638717125736,563.9612141459354
98.0,3.0,244.27,3.68,37.3,110.1,1,1,3,0.083,0.04,29.0,2.0,-2,5.1,265.1,84.7,6.59,10.1002/jps.21383,acetone,220784.87992491006,flurbiprofen,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,244.265,244.089957876,18,2,1,1,3,2,0,0,0.13333333333333333,3.6808000000000023,67.88680000000002,37.3,104.70461492391685,3,2.4013638717125736,563.9612141459354
25.0,3.0,807.89,3.26,224.45,232.0,14,5,15,0.1,0.03,13.0,12.5,0,5.1,130.7,80.5,9.27,10.1039/c7bm01206c,acetone,53666.2250890211,docetaxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,807.8900000000004,807.3466053760001,58,6,5,14,8,2,3,4,0.5581395348837209,3.259600000000003,203.60439999999946,224.44999999999996,336.1909090656999,15,1.4857057667213098,1976.3289707769836
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.029,0.2,20.5,6.0,0,5.1,211.0,70.0,1.96,10.1155/2014/156010,acetone,139866.84653047117,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.143,0.2,20.5,6.0,0,5.1,220.0,88.48,11.22,10.1155/2014/156010,acetone,152053.084433746,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.3,0.85,20.5,10.0,0,5.1,176.0,83.0,19.94,10.1155/2014/156010,acetone,97313.97403759744,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.029,0.85,20.5,2.0,0,5.1,177.0,71.0,1.99,10.1155/2014/156010,acetone,98422.95624431463,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.3,0.2,20.5,6.0,0,5.1,205.0,81.0,19.55,10.1155/2014/156010,acetone,132025.43126711107,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.5,0.85,20.5,6.0,0,5.1,177.0,83.5,29.45,10.1155/2014/156010,acetone,98422.95624431463,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.3,0.85,20.5,2.0,0,5.1,184.0,75.0,18.37,10.1155/2014/156010,acetone,106361.76087993603,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.086,0.85,20.5,6.0,0,5.1,197.0,86.6,6.91,10.1155/2014/156010,acetone,121922.06929316628,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.017,0.85,20.5,6.0,0,5.1,271.0,76.0,1.25,10.1155/2014/156010,acetone,230721.70607228798,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.143,1.5,20.5,6.0,0,5.1,192.0,84.3,10.75,10.1155/2014/156010,acetone,115811.67158193413,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.3,1.5,20.5,6.0,0,5.1,177.0,80.0,19.35,10.1155/2014/156010,acetone,98422.95624431463,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.05,0.2,20.5,6.0,0,5.1,318.0,90.1,4.31,10.1155/2014/156010,acetone,317690.4155016142,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.086,1.5,20.5,10.0,0,5.1,191.0,83.5,6.68,10.1155/2014/156010,acetone,114608.44159560924,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.05,1.5,20.5,6.0,0,5.1,228.0,82.0,3.94,10.1155/2014/156010,acetone,163312.5525042118,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.05,0.85,20.5,2.0,0,5.1,241.0,88.0,4.21,10.1155/2014/156010,acetone,182466.84291314878,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.029,1.5,20.5,6.0,0,5.1,182.5,66.4,1.86,10.1155/2014/156010,acetone,104634.67031862505,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.086,0.2,20.5,2.0,0,5.1,215.0,87.83,7.0,10.1155/2014/156010,acetone,145220.12041218817,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.083,0.85,20.5,6.0,0,5.1,261.0,89.0,6.9,10.1155/2014/156010,acetone,214008.4331551903,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.143,0.85,20.5,2.0,0,5.1,193.0,88.0,11.17,10.1155/2014/156010,acetone,117021.18475356621,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.1,0.85,20.5,6.0,0,5.1,167.0,65.5,6.15,10.1155/2014/156010,acetone,87615.87751596574,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.029,0.85,20.5,10.0,0,5.1,192.0,69.0,1.93,10.1155/2014/156010,acetone,115811.67158193413,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.086,0.2,20.5,10.0,0,5.1,241.0,88.0,7.01,10.1155/2014/156010,acetone,182466.84291314878,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.143,0.85,20.5,10.0,0,5.1,202.0,87.0,11.05,10.1155/2014/156010,acetone,128189.54663707792,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.086,1.5,20.5,2.0,0,5.1,186.0,84.0,6.72,10.1155/2014/156010,acetone,108686.53944359248,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.05,0.85,20.5,10.0,0,5.1,283.0,88.0,4.21,10.1155/2014/156010,acetone,251607.01403335293,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
45.0,1.0,321.16,3.1,61.69,167.0,3,2,6,0.086,0.85,20.5,6.0,0,5.1,193.0,85.12,6.8,10.1155/2014/156010,acetone,117021.18475356621,lorazepam,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.163,320.01193292,21,3,2,3,1,2,0,1,0.06666666666666667,3.1013000000000015,83.17950000000002,61.69,130.58496549069287,6,2.26892535252096,759.0888790908208
12.0,1.0,393.36,1.99,124.56,184.0,8,1,9,0.006,1.31,18.0,1.78,-2,5.1,207.0,33.5,0.34,10.1016/j.ejpb.2006.09.004,acetone,134614.10361366905,rubitecan,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC=C5[N+](=O)[O-])N=C4C3=C2)O,393.3550000000001,393.0960852,29,5,1,8,2,3,0,2,0.25,1.9878000000000005,101.17920000000004,124.56,162.8812185893959,9,1.7925974405790688,1311.7948815580414
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.2,0.5,29.0,2.0,0,5.1,126.6,36.5,6.8,10.1080/10717544.2016.1199605,acetone,50352.064750969614,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.2,0.75,29.0,2.0,0,5.1,131.3,29.4,5.55,10.1080/10717544.2016.1199605,acetone,54160.083454165426,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.2,1.0,29.0,2.0,0,5.1,140.8,21.3,4.09,10.1080/10717544.2016.1199605,acetone,62280.94338406237,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.1,0.5,29.0,2.0,0,5.1,127.3,50.9,4.84,10.1080/10717544.2016.1199605,acetone,50910.42001329213,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.1,0.75,29.0,2.0,0,5.1,136.3,48.7,4.64,10.1080/10717544.2016.1199605,acetone,58363.53442466857,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.1,1.0,29.0,2.0,0,5.1,139.7,38.2,3.68,10.1080/10717544.2016.1199605,acetone,61311.60497079721,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.067,0.5,29.0,2.0,0,5.1,159.7,51.1,3.29,10.1080/10717544.2016.1199605,acetone,80123.4617804929,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.067,0.75,29.0,2.0,0,5.1,163.5,57.3,3.68,10.1080/10717544.2016.1199605,acetone,83981.84021392575,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.067,1.0,29.0,2.0,0,5.1,176.9,40.3,2.62,10.1080/10717544.2016.1199605,acetone,98311.7752803041,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.3,0.5,29.0,2.0,0,5.1,144.1,61.6,15.6,10.1080/10717544.2016.1199605,acetone,65234.57454918786,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.3,0.75,29.0,2.0,0,5.1,148.2,55.4,14.25,10.1080/10717544.2016.1199605,acetone,68999.55343302948,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.3,1.0,29.0,2.0,0,5.1,152.6,47.4,12.45,10.1080/10717544.2016.1199605,acetone,73157.51414190864,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.15,0.5,29.0,2.0,0,5.1,155.6,83.3,11.11,10.1080/10717544.2016.1199605,acetone,76062.23070941777,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.15,0.75,29.0,2.0,0,5.1,159.6,73.2,9.89,10.1080/10717544.2016.1199605,acetone,80023.15072706378,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.15,1.0,29.0,2.0,0,5.1,165.2,63.1,8.65,10.1080/10717544.2016.1199605,acetone,85737.33077282518,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.1,0.5,29.0,2.0,0,5.1,162.6,91.4,8.37,10.1080/10717544.2016.1199605,acetone,83059.81418602368,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.1,0.75,29.0,2.0,0,5.1,169.7,84.6,7.8,10.1080/10717544.2016.1199605,acetone,90471.86798141767,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.1,1.0,29.0,2.0,0,5.1,173.8,77.5,7.19,10.1080/10717544.2016.1199605,acetone,94896.32999510088,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.4,0.5,29.0,2.0,0,5.1,142.1,93.3,27.18,10.1080/10717544.2016.1199605,acetone,63436.32691427307,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
14.0,1.0,628.81,4.33,120.0,125.5,5,4,9,0.4,0.75,29.0,2.0,0,5.1,163.3,91.4,26.77,10.1080/10717544.2016.1199605,acetone,83776.50571808712,lopinavir,CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O,628.814,628.3624706360001,46,4,4,5,15,3,1,1,0.43243243243243246,4.328140000000004,179.53589999999951,120.00000000000001,272.2754260544931,9,1.5215253926910401,1411.9399871126961
